full_name,first_name,last_name,number
FernandaFoà,Fernanda,Foà,3478922702
GuidoLoredan,Guido,Loredan,3755862143
DanieleBuonauro,Daniele,Buonauro,3534510801
MattiaPacillo,Mattia,Pacillo,3300384596
AngelinaTrotta,Angelina,Trotta,3627089792
BrunoMastroianni,Bruno,Mastroianni,3687313409
PierluigiBernardini,Pierluigi,Bernardini,3559052140
MiloCasellati,Milo,Casellati,3516880913
FiorenzoFicino,Fiorenzo,Ficino,3918048315
AdeleSpinola,Adele,Spinola,3633308958
DanteCeschi,Dante,Ceschi,3352689765
GioffreRuberto,Gioffre,Ruberto,3352400735
BernardoCallegaro,Bernardo,Callegaro,3760857536
SusannaFalloppio,Susanna,Falloppio,3710751662
AngelinaBrancaccio,Angelina,Brancaccio,3924505274
RamonaMonicelli,Ramona,Monicelli,3776537380
GiampieroFoa,Giampiero,Foa,3791592026
PellegrinoVenditti,Pellegrino,Venditti,3481254236
RoccoPetralli,Rocco,Petralli,3336372159
SaverioBoiardo,Saverio,Boiardo,3501070233
GemmaCicilia,Gemma,Cicilia,3780773499
GrazianoCollodi,Graziano,Collodi,3337116817
ElladioLanfranchi,Elladio,Lanfranchi,3462642387
DionigiSermonti,Dionigi,Sermonti,3803968571
AlessiaOdescalchi,Alessia,Odescalchi,3385214481
FiorinoScandone,Fiorino,Scandone,3515992934
FerdinandoBattaglia,Ferdinando,Battaglia,3783606564
PasqualVezzali,Pasqual,Vezzali,3511319562
OrlandoFederici,Orlando,Federici,3359620231
SilvestroRuberto,Silvestro,Ruberto,3906887527
DoloresMartinelli,Dolores,Martinelli,3318657726
MichelaNovaro,Michela,Novaro,3776167025
PaolettaPanzera,Paoletta,Panzera,3517683061
CalogeroInfantino,Calogero,Infantino,3505018527
FedericaPisacane,Federica,Pisacane,3505465123
LaurettaJuvara,Lauretta,Juvara,3898368547
FrancescoPalazzo,Francesco,Palazzo,3554020709
EttoreDruso,Ettore,Druso,3664659069
BeatriceCasaleggio,Beatrice,Casaleggio,3552362097
BartolomeoNievo,Bartolomeo,Nievo,3880487262
FedericoMartinelli,Federico,Martinelli,3513060222
MircoArgentero,Mirco,Argentero,3666100490
OttoneCrispi,Ottone,Crispi,3511333546
AnnalisaLancisi,Annalisa,Lancisi,3406425546
AgnoloPiccio,Agnolo,Piccio,3755175438
LauraMonaco,Laura,Monaco,3302148135
MarcoGaribaldi,Marco,Garibaldi,3208966980
MarioBrenna,Mario,Brenna,3774706808
RosarioMascagni,Rosario,Mascagni,3446701563
SimoneSerraglio,Simone,Serraglio,3459351283
PierpaoloAngiolello,Pierpaolo,Angiolello,3533535997
AlinaGreco,Alina,Greco,3661021890
RaffaeleGilardoni,Raffaele,Gilardoni,3664794702
CostantinoDonati,Costantino,Donati,3714317119
GiacobbePrati,Giacobbe,Prati,3776748286
ErikaGrasso,Erika,Grasso,3409911086
GabrieleRosmini,Gabriele,Rosmini,3710777871
HugoCibin,Hugo,Cibin,3623716468
AdelmoContrafatto,Adelmo,Contrafatto,3715117115
GioachinoBajamonti,Gioachino,Bajamonti,3311554144
TeresaBianchi,Teresa,Bianchi,3888201875
GianluigiGianinazzi,Gianluigi,Gianinazzi,3603546663
SebastianoAmato,Sebastiano,Amato,3305235917
LucianaBattisti,Luciana,Battisti,3434685893
SilvestroTamburi,Silvestro,Tamburi,3239133893
FerdinandoGiolitti,Ferdinando,Giolitti,3533277480
AlphonsPetrucelli,Alphons,Petrucelli,3425944081
AriaBorroni,Aria,Borroni,3911523724
RuggeroMalpighi,Ruggero,Malpighi,3600680465
EdoardoGrifeo,Edoardo,Grifeo,3518384150
DinaCasini,Dina,Casini,3342838452
PanfiloOnio,Panfilo,Onio,3832069209
AlfredoCammarata,Alfredo,Cammarata,3533297948
EmmaBianchi,Emma,Bianchi,3898508622
OrnellaCeri,Ornella,Ceri,3482530265
GuarinoPozzecco,Guarino,Pozzecco,3474671980
MichelangeloZito,Michelangelo,Zito,3208025605
MorenaAsprucci,Morena,Asprucci,3933095482
CesareZito,Cesare,Zito,3701936026
RaimondoOttino,Raimondo,Ottino,3361893115
ColuccioGinesio,Coluccio,Ginesio,3730016916
FilippaMazzi,Filippa,Mazzi,3756409347
RembrandtArgento,Rembrandt,Argento,3500200752
RomanLeonetti,Roman,Leonetti,3413673445
PalomaRuggeri,Paloma,Ruggeri,3701858858
SusannaImpastato,Susanna,Impastato,3807897948
CirilloFarina,Cirillo,Farina,3399319123
CleliaTurchetta,Clelia,Turchetta,3520573286
JolandaBocca,Jolanda,Bocca,3912347714
FaustoFavata,Fausto,Favata,3240246765
VincenzaSilvestri,Vincenza,Silvestri,3501893665
IsabellaBorroni,Isabella,Borroni,3509232425
EdoardoRenzi,Edoardo,Renzi,3773618203
LidiaFiorucci,Lidia,Fiorucci,3373918079
LetiziaParuta,Letizia,Paruta,3311829885
FedericoVivaldi,Federico,Vivaldi,3509047282
GermanaJovinelli,Germana,Jovinelli,3520025173
MonicaMercalli,Monica,Mercalli,3517372356
AnnettaContrafatto,Annetta,Contrafatto,3800741610
FloraTamborini,Flora,Tamborini,3715137298
MarianoBotta,Mariano,Botta,3520494197
VincentioSperi,Vincentio,Speri,3512369480
DonatelloMarino,Donatello,Marino,3370322973
MarisaRomagnoli,Marisa,Romagnoli,3426164767
LeoneRizzoli,Leone,Rizzoli,3513005784
LucaStrangio,Luca,Strangio,3513597739
SylviaBertoni,Sylvia,Bertoni,3714266445
SimonettaChiappetta,Simonetta,Chiappetta,3513119101
GaspareMicheletti,Gaspare,Micheletti,3772688753
DamianoBinaghi,Damiano,Binaghi,3517443428
MarcellaJacuzzi,Marcella,Jacuzzi,3735799323
GianFilzi,Gian,Filzi,3838134779
ElisaManolesso,Elisa,Manolesso,3792199597
IsabellaCuriel,Isabella,Curiel,3418061472
SebastianoMarsili,Sebastiano,Marsili,3853365413
ElviraIoppi,Elvira,Ioppi,3637450441
LillaGilardoni,Lilla,Gilardoni,3509129652
MorenaGiunti,Morena,Giunti,3791484832
FrancescoFerrante,Francesco,Ferrante,3311872458
CiprianoPergolesi,Cipriano,Pergolesi,3703535495
SoleVerdi,Sole,Verdi,3886765765
PierpaoloAccardo,Pierpaolo,Accardo,3336308700
GrecaSaracino,Greca,Saracino,3898611260
ArmandoLittizzetto,Armando,Littizzetto,3276668425
FabrizioMunari,Fabrizio,Munari,3773270899
BiancaRensi,Bianca,Rensi,3429118308
AngeloBorsiere,Angelo,Borsiere,3235243060
RomanPanicucci,Roman,Panicucci,3248090917
AlphonsTrentin,Alphons,Trentin,3918307365
GiuseppinaDellucci,Giuseppina,Dellucci,3413651261
RuggieroMonicelli,Ruggiero,Monicelli,3202906791
LianaArgurio,Liana,Argurio,3395922530
AgostinoVerri,Agostino,Verri,3558772568
SilvioDetti,Silvio,Detti,3299367348
SilviaBerrè,Silvia,Berrè,3383053528
LeonardoFoa,Leonardo,Foa,3420899252
UmbertoGonzaga,Umberto,Gonzaga,3331220440
VirgilioQuasimodo,Virgilio,Quasimodo,3662180111
OlgaCantimori,Olga,Cantimori,3509274794
NicoLucciano,Nico,Lucciano,3667496138
FrancescaFornaciari,Francesca,Fornaciari,3923795466
AchilleGiannini,Achille,Giannini,3242599159
AlderanoGianetti,Alderano,Gianetti,3510160050
EnricoCuriel,Enrico,Curiel,3505202301
JolandaCicala,Jolanda,Cicala,3772804306
GiosuèPapetti,Giosuè,Papetti,3820161826
DomenicoFieramosca,Domenico,Fieramosca,3926998843
NicolaPaganini,Nicola,Paganini,3422478095
TatianaBenedetti,Tatiana,Benedetti,3533626050
RosaPagliaro,Rosa,Pagliaro,3936483932
DinaTomasini,Dina,Tomasini,3713675812
ToninoSchiavone,Tonino,Schiavone,3518055186
NanniSamele,Nanni,Samele,3714949138
RomanTresoldi,Roman,Tresoldi,3515814507
LandoBusoni,Lando,Busoni,3517397394
GloriaChigi,Gloria,Chigi,3422374363
SimonettaSalgari,Simonetta,Salgari,3411596235
NadiaCanova,Nadia,Canova,3366448973
RonaldoMarinetti,Ronaldo,Marinetti,3441414495
NanniPininfarina,Nanni,Pininfarina,3710353637
LucioBuonauro,Lucio,Buonauro,3516454973
ParideSanudo,Paride,Sanudo,3859883995
NataliaBerlusconi,Natalia,Berlusconi,3703813649
AnnibaleFoconi,Annibale,Foconi,3714688299
FerdinandoTasca,Ferdinando,Tasca,3231506023
RosaliaJovinelli,Rosalia,Jovinelli,3772049479
GioeleLippomano,Gioele,Lippomano,3281853508
RoccoTraversa,Rocco,Traversa,3802478302
AlbertoRuberto,Alberto,Ruberto,3824089099
ArmandoBettoni,Armando,Bettoni,3773574790
StefaniRicolfi,Stefani,Ricolfi,3421699258
FederigoTaliercio,Federigo,Taliercio,3774271557
NicolòContarini,Nicolò,Contarini,3757283970
BartolomeoScarponi,Bartolomeo,Scarponi,3755185838
PieroIadanza,Piero,Iadanza,3477323049
VincentioComisso,Vincentio,Comisso,3716615644
CoriolanoBenedetti,Coriolano,Benedetti,3757634545
RomanTagliafierro,Roman,Tagliafierro,3396075348
RobertaFischetti,Roberta,Fischetti,3716762763
MarcellaStrangio,Marcella,Strangio,3821913220
VeronicaPetrucci,Veronica,Petrucci,3240074903
RaimondoVerga,Raimondo,Verga,3975080976
MartinoCamilleri,Martino,Camilleri,3414173956
ErikaAporti,Erika,Aporti,3701145899
ArmandoRinaldi,Armando,Rinaldi,3304754755
AngelicaGatto,Angelica,Gatto,3701197792
StefaniaLetta,Stefania,Letta,3618384776
TullioSerlupi,Tullio,Serlupi,3778373887
NadiaVersace,Nadia,Versace,3243861973
MirkoBorghese,Mirko,Borghese,3429168103
StefanoImpastato,Stefano,Impastato,3756985444
GinoCutuli,Gino,Cutuli,3533492539
FrancescoConte,Francesco,Conte,3770492497
GiorgiaChiesa,Giorgia,Chiesa,3515589654
AnnettaBonanno,Annetta,Bonanno,3760322331
GelsominaVenier,Gelsomina,Venier,3701546867
TatianaAngiolello,Tatiana,Angiolello,3757090648
GianTraetta,Gian,Traetta,3701812292
AllegraAntelami,Allegra,Antelami,3311237953
MelaniaCorradi,Melania,Corradi,3534841203
MorenaAngeli,Morena,Angeli,3484859570
OresteCainero,Oreste,Cainero,3384030916
VirgilioCivaschi,Virgilio,Civaschi,3518818379
AntoniaMartinelli,Antonia,Martinelli,3505094410
OsvaldoScalera,Osvaldo,Scalera,3773615426
FredoBixio,Fredo,Bixio,3385313868
TeresaTolentino,Teresa,Tolentino,3511858121
AntonellaBasso,Antonella,Basso,3755993828
CorradoBoaga,Corrado,Boaga,3551658533
AlessiaSmirnoff,Alessia,Smirnoff,3772734957
LuiginaGarozzo,Luigina,Garozzo,3517060215
AdeleCugia,Adele,Cugia,3812161849
FilippaGemito,Filippa,Gemito,3505013601
CeciliaInzaghi,Cecilia,Inzaghi,3293655340
RomeoTurati,Romeo,Turati,3500009822
GermanaCesaroni,Germana,Cesaroni,3626601778
BenvenutoAntonelli,Benvenuto,Antonelli,3285819452
MircoGadda,Mirco,Gadda,3360062881
ErikaTomasini,Erika,Tomasini,3375718896
BenedettoMaderna,Benedetto,Maderna,3736847454
GiulianoZacco,Giuliano,Zacco,3500951001
LucioFerretti,Lucio,Ferretti,3500274886
StefaniTirabassi,Stefani,Tirabassi,3910921907
AmicoInzaghi,Amico,Inzaghi,3511137451
FedeleLattuada,Fedele,Lattuada,3500857278
PanfiloMartucci,Panfilo,Martucci,3756291404
FabioMurialdo,Fabio,Murialdo,3774618528
DamianoPaganini,Damiano,Paganini,3892684641
EnnioSauro,Ennio,Sauro,3715470588
GiadaVenditti,Giada,Venditti,3715116381
PasqualeSoprano,Pasquale,Soprano,3368150124
GiulioLamborghini,Giulio,Lamborghini,3732211443
BrunoPacelli,Bruno,Pacelli,3779349468
MarcellaAlighieri,Marcella,Alighieri,3310534823
DanteOrtese,Dante,Ortese,3757765195
EnricoMastandrea,Enrico,Mastandrea,3340138737
PierluigiVerdi,Pierluigi,Verdi,3339977651
GiovannaAndreotti,Giovanna,Andreotti,3885924109
HugoBarracco,Hugo,Barracco,3760371216
MarcantonioFoconi,Marcantonio,Foconi,3800716259
OttoneEmanuelli,Ottone,Emanuelli,3518569255
OrnellaLeonardi,Ornella,Leonardi,3500289041
StefaniaNibali,Stefania,Nibali,3925125444
MarioGovoni,Mario,Govoni,3438056522
MirkoManunta,Mirko,Manunta,3714020624
SerafinaSolari,Serafina,Solari,3500277525
PatriziaCuomo,Patrizia,Cuomo,3443615456
NataliaPraga,Natalia,Praga,3715152411
AntonellaMoccia,Antonella,Moccia,3780476066
AlessandroGinesio,Alessandro,Ginesio,3202990045
RanieriFantozzi,Ranieri,Fantozzi,3757150937
MelissaMercantini,Melissa,Mercantini,3777531460
RenzoCeravolo,Renzo,Ceravolo,3517156580
AmletoFabrizi,Amleto,Fabrizi,3442151497
GiacomoCimarosa,Giacomo,Cimarosa,3501868097
DuranteSchicchi,Durante,Schicchi,3850668516
VenancioBongiorno,Venancio,Bongiorno,3553092165
MichelangeloSforza,Michelangelo,Sforza,3755878269
