full_name,first_name,last_name,number
GriseldaMorabito,Griselda,Morabito,3516039895
AngelicaTrentini,Angelica,Trentini,3451432842
CaterinaNosiglia,Caterina,Nosiglia,3755392666
MorenaMascheroni,Morena,Mascheroni,3501730685
SalvatoreGrossi,Salvatore,Grossi,3407954858
PompeoGrimani,Pompeo,Grimani,3505347134
SalviSchiavo,Salvi,Schiavo,3505702787
SylviaMazzi,Sylvia,Mazzi,3776338577
MelissaSalvemini,Melissa,Salvemini,3772578994
PierpaoloCaironi,Pierpaolo,Caironi,3500487333
GustavoQuerini,Gustavo,Querini,3835382117
BrunoValguarnera,Bruno,Valguarnera,3511125626
AnnamariaRenier,Annamaria,Renier,3783239924
GalassoBurcardo,Galasso,Burcardo,3737079798
ViridianaGinesio,Viridiana,Ginesio,3298288268
GioachinoRossellini,Gioachino,Rossellini,3556951786
AngelicaPizziol,Angelica,Pizziol,3736419952
RolandoPezzali,Rolando,Pezzali,3505219850
CorradoMascagni,Corrado,Mascagni,3773205565
PierpaoloCicala,Pierpaolo,Cicala,3715581279
LorenzoMondadori,Lorenzo,Mondadori,3331845324
ErmannoBattelli,Ermanno,Battelli,3733891182
RomoloMurri,Romolo,Murri,3319752091
PompeoTedesco,Pompeo,Tedesco,3229665776
UbaldoCaffarelli,Ubaldo,Caffarelli,3500904641
GianfrancescoTraversa,Gianfrancesco,Traversa,3513164386
BenedettoBusoni,Benedetto,Busoni,3715189301
RominaGrassi,Romina,Grassi,3517963492
DelfinoTedesco,Delfino,Tedesco,3922337974
LiciaMunari,Licia,Munari,3780609808
GiuseppinaAlmagià,Giuseppina,Almagià,3395152943
GioacchinoBorgia,Gioacchino,Borgia,3760077057
ElmoPetrocelli,Elmo,Petrocelli,3509933351
AntonelloRavaglioli,Antonello,Ravaglioli,3438645253
VanessaPiccio,Vanessa,Piccio,3837094550
CleliaGemito,Clelia,Gemito,3520751702
FloraPaolini,Flora,Paolini,3703735129
GiannaManzoni,Gianna,Manzoni,3616944364
AnsaldoBataglia,Ansaldo,Bataglia,3882997884
GioachinoInteriano,Gioachino,Interiano,3777623166
NinoZaguri,Nino,Zaguri,3713630656
MauroFallaci,Mauro,Fallaci,3432689543
CleliaFagiani,Clelia,Fagiani,3359239884
BeatriceComisso,Beatrice,Comisso,3533626375
MauroTarchetti,Mauro,Tarchetti,3606987130
CaterinaBoito,Caterina,Boito,3312829208
RoccoSpadafora,Rocco,Spadafora,3827222533
FedericoPizzo,Federico,Pizzo,3777790718
LodovicoSbarbaro,Lodovico,Sbarbaro,3399535232
GaetanoZichichi,Gaetano,Zichichi,3809916577
SusannaPedersoli,Susanna,Pedersoli,3703441914
EmmaLanfranchi,Emma,Lanfranchi,3774366875
ArmandoBroggini,Armando,Broggini,3701691675
GianniPizziol,Gianni,Pizziol,3730517636
SoleMedici,Sole,Medici,3534488837
FiorenzoBeccaria,Fiorenzo,Beccaria,3520165601
FrancescaPellegrini,Francesca,Pellegrini,3774066725
VincenzaCarriera,Vincenza,Carriera,3925620998
ToniRossi,Toni,Rossi,3200691026
EleanoraBernetti,Eleanora,Bernetti,3200198928
BenedettoSalata,Benedetto,Salata,3244173074
FrancescaBorsiere,Francesca,Borsiere,3773598056
TorquatoCuratoli,Torquato,Curatoli,3783509527
CiroBruscantini,Ciro,Bruscantini,3416427576
GuarinoCattaneo,Guarino,Cattaneo,3733189298
HugoPertile,Hugo,Pertile,3533137446
PellegrinoRienzo,Pellegrino,Rienzo,3601879040
EnzioSpallanzani,Enzio,Spallanzani,3411618230
GrecoCagnotto,Greco,Cagnotto,3501184421
CamillaPagnotto,Camilla,Pagnotto,3902278226
AdelasiaFerrari,Adelasia,Ferrari,3533653428
GeronimoAntonioni,Geronimo,Antonioni,3808324264
MariaBotta,Maria,Botta,3820354437
AugustoCerquiglini,Augusto,Cerquiglini,3898995675
MichelaRusso,Michela,Russo,3519700826
DomenicoAldobrandi,Domenico,Aldobrandi,3518260334
GianfrancoCendron,Gianfranco,Cendron,3783196518
AtenulfChechi,Atenulf,Chechi,3516011407
GiorgiaScarlatti,Giorgia,Scarlatti,3774050956
LuisaRuggieri,Luisa,Ruggieri,3311603601
DomenicoBaresi,Domenico,Baresi,3783705817
SandraGiolitti,Sandra,Giolitti,3428674539
DinoVergassola,Dino,Vergassola,3634340855
RaffaellinoPriuli,Raffaellino,Priuli,3772642849
BerenicePertile,Berenice,Pertile,3244485293
ChiaraScaramucci,Chiara,Scaramucci,3284832486
FortunataMagnani,Fortunata,Magnani,3716165213
LisaPederiva,Lisa,Pederiva,3917088658
CostanzoDetti,Costanzo,Detti,3533810360
GabriellaBembo,Gabriella,Bembo,3284639858
DamianoOlivetti,Damiano,Olivetti,3772309150
CoriolanoBarberini,Coriolano,Barberini,3773120434
MarcelloMontanari,Marcello,Montanari,3976633198
CoriolanoLiverotti,Coriolano,Liverotti,3399433690
VirgilioDonatoni,Virgilio,Donatoni,3516223597
LidiaBerengario,Lidia,Berengario,3777983879
IvoGiolitti,Ivo,Giolitti,3773465237
RosaliaCerquiglini,Rosalia,Cerquiglini,3344019610
MassimoTrupiano,Massimo,Trupiano,3716258994
AntoninaTrevisan,Antonina,Trevisan,3533025282
AnnettaBrunello,Annetta,Brunello,3400918687
CarmeloIacobucci,Carmelo,Iacobucci,3607178184
GianlucaGovoni,Gianluca,Govoni,3511332835
EleanoraMazzanti,Eleanora,Mazzanti,3883312122
MonicaDallara,Monica,Dallara,3247428249
EugeniaSantorio,Eugenia,Santorio,3777477395
PompeoMuratori,Pompeo,Muratori,3515125508
GianniVendetti,Gianni,Vendetti,3365942576
RenzoAmaldi,Renzo,Amaldi,3914290246
SeverinoPorcellato,Severino,Porcellato,3509604974
VitoPagliaro,Vito,Pagliaro,3515860749
AlfioAbba,Alfio,Abba,3405494240
GioffreLanfranchi,Gioffre,Lanfranchi,3829764737
SandroVillarosa,Sandro,Villarosa,3711262377
SoleBruno,Sole,Bruno,3500805881
LuciaGoldstein,Lucia,Goldstein,3500365158
MariaMajewski,Maria,Majewski,3552314511
NiccolòVerdi,Niccolò,Verdi,3516960534
SebastianoBonomo,Sebastiano,Bonomo,3369998498
AlinaGucci,Alina,Gucci,3220716272
MonicaTrentini,Monica,Trentini,3386707783
NinoEmanuelli,Nino,Emanuelli,3510969660
LucianoRoero,Luciano,Roero,3515151980
VeronicaCastioni,Veronica,Castioni,3774005526
TatianaMazzi,Tatiana,Mazzi,3471220483
NapoleoneCapecchi,Napoleone,Capecchi,3500994774
GioachinoOrengo,Gioachino,Orengo,3778980116
RobertaBabato,Roberta,Babato,3512969370
DonatellaCagnotto,Donatella,Cagnotto,3921211276
CiprianoAnguillara,Cipriano,Anguillara,3776800213
MassimilianoRizzo,Massimiliano,Rizzo,3793871337
CalogeroSobrero,Calogero,Sobrero,3783245561
DariaAjello,Daria,Ajello,3501364586
AnitaMorlacchi,Anita,Morlacchi,3976390453
MarcoCrespi,Marco,Crespi,3409474775
AdrianoRossini,Adriano,Rossini,3533369198
PaulinaRossi,Paulina,Rossi,3311065516
PierluigiGentilini,Pierluigi,Gentilini,3779629905
EttoreGuicciardini,Ettore,Guicciardini,3760183458
DarioFerragamo,Dario,Ferragamo,3819727225
EvangelistaMarinetti,Evangelista,Marinetti,3776513891
RembrandtBonanno,Rembrandt,Bonanno,3857349323
GiulianoGiannetti,Giuliano,Giannetti,3388637594
CostantinoZoppetti,Costantino,Zoppetti,3780828689
LuisaVecellio,Luisa,Vecellio,3417970574
SoniaFranzese,Sonia,Franzese,3773755137
VincenzaMoschino,Vincenza,Moschino,3664517356
ElmoLigorio,Elmo,Ligorio,3511862351
PatrizioPugliese,Patrizio,Pugliese,3716843669
FortunataMontalti,Fortunata,Montalti,3774520233
ElladioGiacometti,Elladio,Giacometti,3277605882
RenzoDoglioni,Renzo,Doglioni,3510857360
GiannaGotti,Gianna,Gotti,3489962019
GiampaoloLuna,Giampaolo,Luna,3533193862
VanessaContrafatto,Vanessa,Contrafatto,3755511676
LuisaGozzano,Luisa,Gozzano,3613995936
AnitaGulotta,Anita,Gulotta,3429856982
GioeleScalera,Gioele,Scalera,3209027249
AnsaldoZabarella,Ansaldo,Zabarella,3559110998
ToninoPaganini,Tonino,Paganini,3793389510
ElmoMiniati,Elmo,Miniati,3811694763
EttoreTarchetti,Ettore,Tarchetti,3774195321
GastoneBalotelli,Gastone,Balotelli,3516629436
LoredanaTotino,Loredana,Totino,3901990690
LeopoldoBellò,Leopoldo,Bellò,3887270940
MariaBrancaccio,Maria,Brancaccio,3311718847
CassandraCabibbo,Cassandra,Cabibbo,3626156564
GianluigiGibilisco,Gianluigi,Gibilisco,3756528686
PompeoAsmundo,Pompeo,Asmundo,3280615985
GloriaCremonesi,Gloria,Cremonesi,3916289176
AntoninoGemito,Antonino,Gemito,3711569060
NicolòScotto,Nicolò,Scotto,3249401741
AntoninaCociarelli,Antonina,Cociarelli,3505000737
GraziellaTagliafierro,Graziella,Tagliafierro,3404058699
BaccioEndrizzi,Baccio,Endrizzi,3859663348
FabiaPagnotto,Fabia,Pagnotto,3701146057
HugoFilzi,Hugo,Filzi,3516980378
LorettaLiguori,Loretta,Liguori,3206254161
GiorgioGaito,Giorgio,Gaito,3701184889
PierSpinelli,Pier,Spinelli,3628819436
ArturoDossi,Arturo,Dossi,3668898102
MiloTaliani,Milo,Taliani,3505201246
GasparePetrassi,Gaspare,Petrassi,3294803686
GiampaoloPulci,Giampaolo,Pulci,3773429448
AntoninoCalvo,Antonino,Calvo,3829232696
VittorioGiovine,Vittorio,Giovine,3716273414
RosinaBelletini,Rosina,Belletini,3772714862
AngelicaRosselli,Angelica,Rosselli,3701065786
GaspareLussu,Gaspare,Lussu,3514128943
RobertaParini,Roberta,Parini,3757455053
GianpaoloBocca,Gianpaolo,Bocca,3534729133
PierGangemi,Pier,Gangemi,3512166013
RosaliaMissoni,Rosalia,Missoni,3701190899
AngeloFarina,Angelo,Farina,3509352754
BaccioBusoni,Baccio,Busoni,3793753089
MilenaVismara,Milena,Vismara,3716197887
MarisaCarfagna,Marisa,Carfagna,3516065852
StefaniaCeschi,Stefania,Ceschi,3518791447
OsvaldoValmarana,Osvaldo,Valmarana,3816454165
BiancaAntonacci,Bianca,Antonacci,3509453566
AdamoSermonti,Adamo,Sermonti,3488244966
DonnaFabrizi,Donna,Fabrizi,3973560347
EvaNecci,Eva,Necci,3614238812
ManuelCadorna,Manuel,Cadorna,3711265369
MarianoBragadin,Mariano,Bragadin,3511271692
GemmaLeonetti,Gemma,Leonetti,3792883665
CirilloMontesano,Cirillo,Montesano,3517459919
ArnulfoGiannini,Arnulfo,Giannini,3505530961
GiuliettaPisaroni,Giulietta,Pisaroni,3774119563
GiadaGabrieli,Giada,Gabrieli,3666507626
OttoneValmarana,Ottone,Valmarana,3711571712
AdrianoGiorgetti,Adriano,Giorgetti,3608633356
GiorgioPadovano,Giorgio,Padovano,3505292701
PierpaoloVespa,Pierpaolo,Vespa,3224716315
SaverioGiannelli,Saverio,Giannelli,3311152102
GustavoCesarotti,Gustavo,Cesarotti,3316173088
PanfiloMoccia,Panfilo,Moccia,3311439795
GiacobbeStaglieno,Giacobbe,Staglieno,3791901535
LeoneMartinelli,Leone,Martinelli,3466229085
ArsenioMaspero,Arsenio,Maspero,3978105277
IolandaFantozzi,Iolanda,Fantozzi,3853018906
GaetanoTomaselli,Gaetano,Tomaselli,3485823740
TatianaMalenchini,Tatiana,Malenchini,3930791338
DinaMilanesi,Dina,Milanesi,3244436890
LambertoGaggini,Lamberto,Gaggini,3937224533
CarloDuodo,Carlo,Duodo,3516016437
ElladioLeone,Elladio,Leone,3899371911
MarioCaboto,Mario,Caboto,3737051610
LazzaroGianinazzi,Lazzaro,Gianinazzi,3703013906
IolandaMaffei,Iolanda,Maffei,3291883916
PuccioMunari,Puccio,Munari,3505912939
LudovicoFicino,Ludovico,Ficino,3711308224
AlessioRiccardi,Alessio,Riccardi,3318697153
AntonioMarini,Antonio,Marini,3297463265
GianluigiSanguineti,Gianluigi,Sanguineti,3501198706
GriseldaScotto,Griselda,Scotto,3666553782
IlariaBurcardo,Ilaria,Burcardo,3370636709
AuroraVillarosa,Aurora,Villarosa,3516606733
EvaCarfagna,Eva,Carfagna,3805519285
PatriziaBulzoni,Patrizia,Bulzoni,3755587522
AnnamariaGoldoni,Annamaria,Goldoni,3519654779
DaniloGiulietti,Danilo,Giulietti,3519069599
PriscillaTiepolo,Priscilla,Tiepolo,3518014404
RomeoFanucci,Romeo,Fanucci,3512349371
RamonaBergoglio,Ramona,Bergoglio,3352603894
AlessiaSonnino,Alessia,Sonnino,3511435497
GioacchinoMalaparte,Gioacchino,Malaparte,3735733948
VeronicaAbbagnale,Veronica,Abbagnale,3407673904
FloraBondumier,Flora,Bondumier,3792768129
TinaPassalacqua,Tina,Passalacqua,3505869747
MarcoUghi,Marco,Ughi,3770021824
EnzioContrafatto,Enzio,Contrafatto,3731106822
TeresaFischetti,Teresa,Fischetti,3509634629
FilippoCostanzi,Filippo,Costanzi,3227457126
AdelmoPelli,Adelmo,Pelli,3911159965
AnnibaleRandazzo,Annibale,Randazzo,3501692334
DarioOnio,Dario,Onio,3701898991
GiampieroPadovano,Giampiero,Padovano,3776948966
RossanaCerutti,Rossana,Cerutti,3518932404
AnnamariaGualandi,Annamaria,Gualandi,3392121505
LuiginaCapuana,Luigina,Capuana,3904408902
FernandaMontanari,Fernanda,Montanari,3505873261
CaterinaFicino,Caterina,Ficino,3520206212
PompeoFranscini,Pompeo,Franscini,3399004969
FerdinandoQuasimodo,Ferdinando,Quasimodo,3316222192
CoriolanoCarnera,Coriolano,Carnera,3776066388
FlavioTartini,Flavio,Tartini,3490191091
VittorioArgento,Vittorio,Argento,3421127249
CarmeloOssani,Carmelo,Ossani,3770851318
LauraLuzi,Laura,Luzi,3734828619
GiampieroRandazzo,Giampiero,Randazzo,3227158514
CoriolanoMoresi,Coriolano,Moresi,3483949762
AldoMennea,Aldo,Mennea,3935127663
FabrizioMaspero,Fabrizio,Maspero,3484995752
GiulioTrevisani,Giulio,Trevisani,3397418363
LetiziaBernetti,Letizia,Bernetti,3756424865
NeddaSurian,Nedda,Surian,3348261553
GiulioCerutti,Giulio,Cerutti,3412980697
MelaniaGuglielmi,Melania,Guglielmi,3249791738
ValeriaChittolini,Valeria,Chittolini,3600647945
LucaGiannotti,Luca,Giannotti,3912262917
LidiaBosurgi,Lidia,Bosurgi,3224058172
MartinoTurci,Martino,Turci,3389115045
LuchinoRaurica,Luchino,Raurica,3779218771
PinaValentino,Pina,Valentino,3365830990
DuranteNosiglia,Durante,Nosiglia,3755872268
AmicoFerrari,Amico,Ferrari,3756451663
AnnunziataDallara,Annunziata,Dallara,3311871871
GloriaChigi,Gloria,Chigi,3517476351
GastoneFibonacci,Gastone,Fibonacci,3485375593
TullioTomasetti,Tullio,Tomasetti,3915628728
GioffreSalvemini,Gioffre,Salvemini,3791334389
RosariaVendetti,Rosaria,Vendetti,3936227020
SilvioToselli,Silvio,Toselli,3833889105
ColuccioLattuada,Coluccio,Lattuada,3519556068
SergiusGramsci,Sergius,Gramsci,3703889596
OresteFerrabosco,Oreste,Ferrabosco,3777717988
BernardoMorosini,Bernardo,Morosini,3902383721
LudovicoScotti,Ludovico,Scotti,3710569131
ValentinaMusatti,Valentina,Musatti,3432665384
JacopoStrangio,Jacopo,Strangio,3613683164
GrecaMiniati,Greca,Miniati,3315583351
AchillePignatti,Achille,Pignatti,3311993075
MargheritaBattaglia,Margherita,Battaglia,3430352815
RaffaellinoErrani,Raffaellino,Errani,3291235378
GinoMolesini,Gino,Molesini,3359910781
EraldoCasaleggio,Eraldo,Casaleggio,3760561634
CaterinaBrambilla,Caterina,Brambilla,3505635228
PaoloOrtese,Paolo,Ortese,3793436995
ElviraRosiello,Elvira,Rosiello,3206603608
StefanoFabrizi,Stefano,Fabrizi,3932051427
GalassoMedici,Galasso,Medici,3791874383
RitaScamarcio,Rita,Scamarcio,3882242815
GinoCasadei,Gino,Casadei,3714962248
MelinaChinnici,Melina,Chinnici,3312664885
GloriaLollobrigida,Gloria,Lollobrigida,3757161914
FilippaGuglielmi,Filippa,Guglielmi,3715339701
LidiaPaltrinieri,Lidia,Paltrinieri,3287105466
OrlandoTozzo,Orlando,Tozzo,3880285638
GuarinoChindamo,Guarino,Chindamo,3396086535
TizianaCollina,Tiziana,Collina,3500578848
NicoPuccini,Nico,Puccini,3505962865
LeoneBernini,Leone,Bernini,3783083229
CarmeloBenedetti,Carmelo,Benedetti,3383661227
DantePezzali,Dante,Pezzali,3839849341
AdamoRocca,Adamo,Rocca,3779528381
EnnioGiolitti,Ennio,Giolitti,3496051529
FabriziaToselli,Fabrizia,Toselli,3512837326
FortunataCutuli,Fortunata,Cutuli,3384240055
JacopoQuerini,Jacopo,Querini,3510173870
NeddaTozzi,Nedda,Tozzi,3713349754
BiancaMonti,Bianca,Monti,3228165483
MarianaFagotto,Mariana,Fagotto,3793338102
LandoCanil,Lando,Canil,3505362057
TullioValier,Tullio,Valier,3475795792
UmbertoTirabassi,Umberto,Tirabassi,3774298222
LeopoldoOssola,Leopoldo,Ossola,3384951177
FabrizioArgenti,Fabrizio,Argenti,3736625083
CaterinaBonaventura,Caterina,Bonaventura,3783531004
DonatoSobrero,Donato,Sobrero,3391261292
OresteCasellati,Oreste,Casellati,3511350608
VitoDellucci,Vito,Dellucci,3519912874
GastoneVigliotti,Gastone,Vigliotti,3792253549
CamilloCapuana,Camillo,Capuana,3777079686
LaurettaZoppetti,Lauretta,Zoppetti,3732481297
MarissaMortati,Marissa,Mortati,3909606423
LilianaBurcardo,Liliana,Burcardo,3459030804
GiulianoInteriano,Giuliano,Interiano,3477649378
EnnioSolimena,Ennio,Solimena,3792844210
DonnaDonati,Donna,Donati,3738502357
SylviaPergolesi,Sylvia,Pergolesi,3533371364
ToniaGottardi,Tonia,Gottardi,3883551721
VanessaFabbri,Vanessa,Fabbri,3501486692
LivioTozzo,Livio,Tozzo,3774580701
LambertoGasperi,Lamberto,Gasperi,3637008488
SilviaMontalcini,Silvia,Montalcini,3688418210
VirgilioPiazzi,Virgilio,Piazzi,3481647420
GilbertoFarina,Gilberto,Farina,3926700506
FulvioFerragni,Fulvio,Ferragni,3412825109
DamianoCeravolo,Damiano,Ceravolo,3792032359
AriaBianchi,Aria,Bianchi,3514245078
AlessiaCollodi,Alessia,Collodi,3716746253
PaulinaOlivetti,Paulina,Olivetti,3701967560
CamillaBurcardo,Camilla,Burcardo,3662180254
LiciaTrapanese,Licia,Trapanese,3701534009
ConcettaGalilei,Concetta,Galilei,3760267716
RosaliaLanfranchi,Rosalia,Lanfranchi,3773950140
ElladioSalvini,Elladio,Salvini,3899204805
ToninoPaoletti,Tonino,Paoletti,3201432789
LeonardoTaliercio,Leonardo,Taliercio,3975287541
GloriaPareto,Gloria,Pareto,3930797455
LuiginaGiannone,Luigina,Giannone,3518163778
MarianoDesio,Mariano,Desio,3304056063
GustavoVersace,Gustavo,Versace,3739106581
MarioStaglieno,Mario,Staglieno,3780294829
NicolaBoccioni,Nicola,Boccioni,3800353779
BrunoChiappetta,Bruno,Chiappetta,3806545488
MassimoCrisafulli,Massimo,Crisafulli,3793848402
LauraCuda,Laura,Cuda,3801089989
BarbaraValguarnera,Barbara,Valguarnera,3777806071
IdaForza,Ida,Forza,3778341199
AdrianoRegge,Adriano,Regge,3420432297
RenzoPacetti,Renzo,Pacetti,3912536808
IsaMozart,Isa,Mozart,3855424474
BartolomeoMonti,Bartolomeo,Monti,3777443199
AmadeoNordio,Amadeo,Nordio,3617055293
FernandaMalenchini,Fernanda,Malenchini,3247780536
ArsenioOrlando,Arsenio,Orlando,3510771358
AntonellaBragaglia,Antonella,Bragaglia,3520931254
MercedesVillarosa,Mercedes,Villarosa,3610695419
RosaliaVidoni,Rosalia,Vidoni,3607748895
SantinoFoscari,Santino,Foscari,3791602225
SalvatoreCamanni,Salvatore,Camanni,3778780511
NiccolòZamorani,Niccolò,Zamorani,3713644518
GianluigiVespucci,Gianluigi,Vespucci,3703661585
FabriziaPavarotti,Fabrizia,Pavarotti,3774338212
GriseldaCesaroni,Griselda,Cesaroni,3756623396
RomoloAporti,Romolo,Aporti,3475396323
GaetanoPace,Gaetano,Pace,3505203158
RomanCamanni,Roman,Camanni,3311648200
RominaPezzali,Romina,Pezzali,3516716179
ArnulfoDuse,Arnulfo,Duse,3514987389
SeverinoDonà,Severino,Donà,3822654369
LorenzoBarsanti,Lorenzo,Barsanti,3337544549
NataliaLudovisi,Natalia,Ludovisi,3273500349
TorquatoCassarà,Torquato,Cassarà,3851190615
CirilloFalloppio,Cirillo,Falloppio,3760569731
AgnoloBarillaro,Agnolo,Barillaro,3755920131
EvaContrafatto,Eva,Contrafatto,3625274012
BeatriceMalipiero,Beatrice,Malipiero,3883861463
AdelmoSagese,Adelmo,Sagese,3380035798
GemmaTrentini,Gemma,Trentini,3895562476
BenitoRossetti,Benito,Rossetti,3701863557
OrazioIacobucci,Orazio,Iacobucci,3664170666
DantePizzo,Dante,Pizzo,3311208440
GuglielmoFlaiano,Guglielmo,Flaiano,3418534998
GiadaSurian,Giada,Surian,3390068992
StefanoCendron,Stefano,Cendron,3394330287
UgolinoFilzi,Ugolino,Filzi,3415546117
ManuelOscuro,Manuel,Oscuro,3756021689
PierluigiSalieri,Pierluigi,Salieri,3232962003
LuigiGregori,Luigi,Gregori,3301107849
CesareBabati,Cesare,Babati,3755042098
FedeleArgan,Fedele,Argan,3304625412
LoredanaFerrazzi,Loredana,Ferrazzi,3757151210
AmedeoPelli,Amedeo,Pelli,3520190170
LorenzoGabbana,Lorenzo,Gabbana,3510711755
RaffaellinoPavone,Raffaellino,Pavone,3780914982
AlderanoLuria,Alderano,Luria,3917278625
IvanBriccialdi,Ivan,Briccialdi,3760992710
DonatelloLiverotti,Donatello,Liverotti,3621497531
GelsominaAnguillara,Gelsomina,Anguillara,3710344260
BiancaMazzeo,Bianca,Mazzeo,3933210486
AlfredoAjello,Alfredo,Ajello,3400804807
IrmaVercelloni,Irma,Vercelloni,3202120784
ToniaChechi,Tonia,Chechi,3800886801
RaffaelloGiammusso,Raffaello,Giammusso,3534191820
LuchinoTresoldi,Luchino,Tresoldi,3394539273
GianFerragni,Gian,Ferragni,3714197325
LetiziaGiacconi,Letizia,Giacconi,3779740455
LandoPetrassi,Lando,Petrassi,3882291183
LorettaRoero,Loretta,Roero,3889232789
AzeglioPacomio,Azeglio,Pacomio,3855602893
RomanSoprano,Roman,Soprano,3890149705
LinaAntonetti,Lina,Antonetti,3827377568
LillaFerragamo,Lilla,Ferragamo,3515691540
NapoleoneGaribaldi,Napoleone,Garibaldi,3756966035
SanteTurci,Sante,Turci,3777936328
GiancarloVidoni,Giancarlo,Vidoni,3518669703
GelsominaCabibbo,Gelsomina,Cabibbo,3772309166
AmletoTrotta,Amleto,Trotta,3500199935
AngelicaZeffirelli,Angelica,Zeffirelli,3473765852
CarolinaGuglielmi,Carolina,Guglielmi,3334033993
FedericaPergolesi,Federica,Pergolesi,3307097200
GaspareScotti,Gaspare,Scotti,3773664987
AngelinaFilippelli,Angelina,Filippelli,3634995491
EmmaNecci,Emma,Necci,3518876135
RobertaMonte,Roberta,Monte,3772758337
PaoloFerrazzi,Paolo,Ferrazzi,3509907947
CirilloRaimondi,Cirillo,Raimondi,3703275621
MassimilianoZanzi,Massimiliano,Zanzi,3760492950
MircoTrentini,Mirco,Trentini,3505883609
PiermariaSpadafora,Piermaria,Spadafora,3500658339
StellaNosiglia,Stella,Nosiglia,3701274634
PieroSansoni,Piero,Sansoni,3511267139
EnnioSantoro,Ennio,Santoro,3780813786
DelfinoMalacarne,Delfino,Malacarne,3467773920
GianPizziol,Gian,Pizziol,3511163800
OsvaldoGabbana,Osvaldo,Gabbana,3466911760
LidiaSandi,Lidia,Sandi,3774045700
AnsaldoMuratori,Ansaldo,Muratori,3736786443
CarolinaBranciforte,Carolina,Branciforte,3770553384
BenvenutoGotti,Benvenuto,Gotti,3518014636
PierOrengo,Pier,Orengo,3512683609
AzeglioMusatti,Azeglio,Musatti,3517864478
LivioGuidone,Livio,Guidone,3778108318
LandoToldo,Lando,Toldo,3829319703
AntoninaLucchesi,Antonina,Lucchesi,3280964728
RolandoPraga,Rolando,Praga,3307512479
CalcedonioGiannetti,Calcedonio,Giannetti,3777929708
RosaliaSchiavo,Rosalia,Schiavo,3378436155
CorradoVanvitelli,Corrado,Vanvitelli,3512217942
UbertoTaccola,Uberto,Taccola,3231056870
MarcelloMorandini,Marcello,Morandini,3296471982
AtenulfVittadello,Atenulf,Vittadello,3367902229
GiuliettaMalatesta,Giulietta,Malatesta,3346795719
GioachinoTurchi,Gioachino,Turchi,3770447408
MarcoVolterra,Marco,Volterra,3357483218
SylviaAngiolello,Sylvia,Angiolello,3356860407
