full_name,first_name,last_name,number
MercedesInzaghi,Mercedes,Inzaghi,3501883605
PiersantiPadovano,Piersanti,Padovano,3513198423
LuiginaLettiere,Luigina,Lettiere,3703634757
FiorenzoFo,Fiorenzo,Fo,3783895650
CorradoMarini,Corrado,Marini,3370247938
ChiaraCremonesi,Chiara,Cremonesi,3476843319
MartinoBabbo,Martino,Babbo,3388835874
AnnalisaMercadante,Annalisa,Mercadante,3836717265
SophiaNapolitano,Sophia,Napolitano,3371032658
ValerioBeccaria,Valerio,Beccaria,3755650818
LuigiCamanni,Luigi,Camanni,3600208975
PalomaPiane,Paloma,Piane,3859092590
ImeldaDalla,Imelda,Dalla,3711277753
AdelmoGiacometti,Adelmo,Giacometti,3927198837
FiammaGiolitti,Fiamma,Giolitti,3505414303
MargheritaSanti,Margherita,Santi,3739376276
DuranteCantimori,Durante,Cantimori,3359592589
MorenaBattaglia,Morena,Battaglia,3628376721
SanteVittadello,Sante,Vittadello,3394328069
ArnulfoGiannelli,Arnulfo,Giannelli,3520732712
GiuliettaLuria,Giulietta,Luria,3512461835
MilenaRavaglioli,Milena,Ravaglioli,3533747198
RonaldoPietrangeli,Ronaldo,Pietrangeli,3833717830
AmedeoZamengo,Amedeo,Zamengo,3755119865
MarisaFarina,Marisa,Farina,3513188443
AldoSonnino,Aldo,Sonnino,3716350484
LucianaCoppola,Luciana,Coppola,3501048084
RembrandtMannoia,Rembrandt,Mannoia,3515315889
BiancaTamburi,Bianca,Tamburi,3534525966
MarcoPizziol,Marco,Pizziol,3711521637
UgolinoRedi,Ugolino,Redi,3776303598
ImeldaNatta,Imelda,Natta,3476841003
EmmaMarini,Emma,Marini,3817207699
IlariaTrussardi,Ilaria,Trussardi,3827789825
GemmaManzoni,Gemma,Manzoni,3776090584
BarbaraArmani,Barbara,Armani,3513583479
UbertoCastellitto,Uberto,Castellitto,3855572825
BiancaOssani,Bianca,Ossani,3311754092
StefaniBernardi,Stefani,Bernardi,3819735548
IolandaParuta,Iolanda,Paruta,3668739781
CalcedonioRandazzo,Calcedonio,Randazzo,3711450836
AmaliaProdi,Amalia,Prodi,3714144683
PierluigiNibali,Pierluigi,Nibali,3760524902
RossanaSpadafora,Rossana,Spadafora,3513953949
FulvioVismara,Fulvio,Vismara,3289753171
OttoneValguarnera,Ottone,Valguarnera,3760706116
BartolomeoFallaci,Bartolomeo,Fallaci,3773813710
AntonelloAgostinelli,Antonello,Agostinelli,3533520897
FederigoVanvitelli,Federigo,Vanvitelli,3533639262
GastoneInteriano,Gastone,Interiano,3505782019
GabrieleBoezio,Gabriele,Boezio,3858829297
TelemacoCallegari,Telemaco,Callegari,3515537105
PatriziaAsmundo,Patrizia,Asmundo,3381083902
LaureanoRoero,Laureano,Roero,3204366720
RuggeroArgentero,Ruggero,Argentero,3760828710
MargheritaMorlacchi,Margherita,Morlacchi,3688126849
DelfinoBragaglia,Delfino,Bragaglia,3355274972
PierangeloCugia,Pierangelo,Cugia,3505546299
PierinaFerragamo,Pierina,Ferragamo,3345527054
FulvioTrussardi,Fulvio,Trussardi,3620931287
MargheritaBuonauro,Margherita,Buonauro,3817655870
MariaBembo,Maria,Bembo,3405320987
AntoniaTrussardi,Antonia,Trussardi,3517528435
ToniaMastandrea,Tonia,Mastandrea,3246319673
SusannaCasale,Susanna,Casale,3755455905
GiampieroBernetti,Giampiero,Bernetti,3287993913
LudovicoMattarella,Ludovico,Mattarella,3627249557
GoffredoCombi,Goffredo,Combi,3447802705
AnnunziataSabatini,Annunziata,Sabatini,3812907688
GuarinoVitturi,Guarino,Vitturi,3738866186
GianAmato,Gian,Amato,3902367111
LorettaFaugno,Loretta,Faugno,3491393451
NicoPiovani,Nico,Piovani,3516177237
BereniceZaccagnini,Berenice,Zaccagnini,3512708220
MassimoChiesa,Massimo,Chiesa,3551661389
DanieleBasadonna,Daniele,Basadonna,3737217209
MargheritaSantoro,Margherita,Santoro,3791810888
GiampieroBoezio,Giampiero,Boezio,3779108003
AdrianaCeri,Adriana,Ceri,3783136285
AnsaldoRossini,Ansaldo,Rossini,3361596446
CiprianoMalenchini,Cipriano,Malenchini,3419299285
NiccolòLattuada,Niccolò,Lattuada,3735026242
FederigoCuda,Federigo,Cuda,3430733584
CostanzoMorgagni,Costanzo,Morgagni,3773510945
SimoneFioravanti,Simone,Fioravanti,3500877108
FiorenzoJuvara,Fiorenzo,Juvara,3780741398
CostantinoRossi,Costantino,Rossi,3815899441
IgnazioCheda,Ignazio,Cheda,3660520557
CarolinaBelletini,Carolina,Belletini,3774528429
FrancoCatenazzi,Franco,Catenazzi,3780980452
GeronimoBassi,Geronimo,Bassi,3516302843
MichelangeloOrsini,Michelangelo,Orsini,3772884772
VictoriaBonaventura,Victoria,Bonaventura,3606968550
BernardoPetrassi,Bernardo,Petrassi,3364276378
GustavoNicoletti,Gustavo,Nicoletti,3710254235
CirilloValier,Cirillo,Valier,3516579130
SimonettaGinesio,Simonetta,Ginesio,3244888353
CleliaVolta,Clelia,Volta,3517237345
CaterinaBeccheria,Caterina,Beccheria,3337681806
DanteMeucci,Dante,Meucci,3832223813
ElenaCanetta,Elena,Canetta,3812593545
LodovicoFinzi,Lodovico,Finzi,3823973449
OttoneRossini,Ottone,Rossini,3453772615
TeresaGozzi,Teresa,Gozzi,3917657299
ErmesGulotta,Ermes,Gulotta,3452853936
ErikaNotarbartolo,Erika,Notarbartolo,3394046786
NiccolòGiacconi,Niccolò,Giacconi,3204165978
LilianaBorroni,Liliana,Borroni,3518598984
MarissaDulbecco,Marissa,Dulbecco,3756469379
ArnulfoTarantino,Arnulfo,Tarantino,3791322864
PierMorabito,Pier,Morabito,3285064496
EraldoAntonetti,Eraldo,Antonetti,3223687417
MarinaPetrocelli,Marina,Petrocelli,3636681348
RaimondoMalenchini,Raimondo,Malenchini,3634975373
GianlucaGritti,Gianluca,Gritti,3490392002
ErmannoCeschi,Ermanno,Ceschi,3552016971
MorenaGaito,Morena,Gaito,3736336191
JolandaPergolesi,Jolanda,Pergolesi,3288359309
BartolomeoFerrante,Bartolomeo,Ferrante,3756507848
FedericoMattarella,Federico,Mattarella,3713435539
RodolfoVivaldi,Rodolfo,Vivaldi,3756300016
CarolinaSatriani,Carolina,Satriani,3445418806
VenancioBerrè,Venancio,Berrè,3715882113
FlavioBeffa,Flavio,Beffa,3701676984
PriscillaAngeli,Priscilla,Angeli,3852319023
LolitaAdinolfi,Lolita,Adinolfi,3416089848
CeciliaBroschi,Cecilia,Broschi,3505047916
AlphonsLittizzetto,Alphons,Littizzetto,3233279474
PierinaSoprano,Pierina,Soprano,3895074891
PierOrlando,Pier,Orlando,3713436582
NanniRighi,Nanni,Righi,3520294422
LucaArgan,Luca,Argan,3454834508
CiroSagredo,Ciro,Sagredo,3402791160
PasqualePersico,Pasquale,Persico,3623945843
BaldassareSolari,Baldassare,Solari,3755216781
GirolamoGaltarossa,Girolamo,Galtarossa,3774030205
PierinaGiannini,Pierina,Giannini,3495314573
PomponioAvogadro,Pomponio,Avogadro,3774712099
NeddaMozart,Nedda,Mozart,3505549883
AnitaPalumbo,Anita,Palumbo,3774155334
NapoleonePergolesi,Napoleone,Pergolesi,3711910220
GaspareModigliani,Gaspare,Modigliani,3481283548
FloraLiguori,Flora,Liguori,3773867451
EnricoSilvestri,Enrico,Silvestri,3501446349
MassimilianoCerquiglini,Massimiliano,Cerquiglini,3519415369
SoleNecci,Sole,Necci,3780423955
AnnamariaPolizzi,Annamaria,Polizzi,3713075773
BenvenutoCasellati,Benvenuto,Casellati,3460552159
FedericoAntonacci,Federico,Antonacci,3614056239
MassimilianoVittadello,Massimiliano,Vittadello,3355807696
PaolettaMurri,Paoletta,Murri,3770452283
LinaGremese,Lina,Gremese,3791172690
RomeoMontalcini,Romeo,Montalcini,3828544927
NadiaCampise,Nadia,Campise,3661014143
BarbaraVillarosa,Barbara,Villarosa,3778354752
GiulianaInteriano,Giuliana,Interiano,3834504042
StefanoCannizzaro,Stefano,Cannizzaro,3245751993
RobertaGentili,Roberta,Gentili,3774424696
GionataBonino,Gionata,Bonino,3779057513
LaurettaZanichelli,Lauretta,Zanichelli,3780410292
ParideTomaselli,Paride,Tomaselli,3511553673
GiulianaPiovani,Giuliana,Piovani,3509094597
SilvestroPrada,Silvestro,Prada,3715740288
ChiaraTutino,Chiara,Tutino,3514366807
LianaSokolov,Liana,Sokolov,3298439056
ConcettaBroschi,Concetta,Broschi,3442638804
ErikaTagliafierro,Erika,Tagliafierro,3534878596
AdelmoSalieri,Adelmo,Salieri,3509019203
ManuelFerrata,Manuel,Ferrata,3509869207
LudovicoDonati,Ludovico,Donati,3505569327
AzeglioMalaparte,Azeglio,Malaparte,3778219482
RaffaellaBoito,Raffaella,Boito,3468111022
PinaGaggini,Pina,Gaggini,3300253582
IvanPastine,Ivan,Pastine,3533594832
OttavioCarullo,Ottavio,Carullo,3519255872
FlaviaBonaventura,Flavia,Bonaventura,3435172804
AnnalisaLeoncavallo,Annalisa,Leoncavallo,3757991603
FrancoConte,Franco,Conte,3513996897
EvaAlighieri,Eva,Alighieri,3793650332
AlessioFolliero,Alessio,Folliero,3485598429
MarcoTurati,Marco,Turati,3427468465
NanniProcacci,Nanni,Procacci,3509901032
IlariaOnio,Ilaria,Onio,3440175984
PieroSpallanzani,Piero,Spallanzani,3224855283
OlgaBattelli,Olga,Battelli,3487106808
ElenaBellò,Elena,Bellò,3520657011
GabriellaLeonetti,Gabriella,Leonetti,3519007109
RominaEinaudi,Romina,Einaudi,3312323937
AmedeoScaduto,Amedeo,Scaduto,3777050599
MartinoPalombi,Martino,Palombi,3629222818
AngelinaLiguori,Angelina,Liguori,3207352156
ErmenegildoSpallanzani,Ermenegildo,Spallanzani,3897820198
MilenaCarullo,Milena,Carullo,3736899100
CarmeloScalera,Carmelo,Scalera,3713867266
FrancoPezzali,Franco,Pezzali,3505609761
VictoriaComeriato,Victoria,Comeriato,3631587197
FredoCallegari,Fredo,Callegari,3339536915
MartaVarano,Marta,Varano,3305310226
RonaldoCipolla,Ronaldo,Cipolla,3311072178
GiuseppinaCaetani,Giuseppina,Caetani,3271464123
RaffaelloTomei,Raffaello,Tomei,3613439936
MercedesComolli,Mercedes,Comolli,3714486916
GianlucaTremonti,Gianluca,Tremonti,3757148004
FedericoToscani,Federico,Toscani,3770173583
AlinaPontecorvo,Alina,Pontecorvo,3760855806
CarolinaDossetti,Carolina,Dossetti,3271052745
AntoninaBrunelleschi,Antonina,Brunelleschi,3778246769
SaverioGucci,Saverio,Gucci,3973659612
IrmaRenier,Irma,Renier,3552945950
SandraManolesso,Sandra,Manolesso,3779370051
RenzoZola,Renzo,Zola,3783254779
GiadaCastioni,Giada,Castioni,3509678012
PierpaoloGregori,Pierpaolo,Gregori,3701682530
PasqualeCardano,Pasquale,Cardano,3520629377
MartinaUbaldi,Martina,Ubaldi,3755438189
MichelaGoldstein,Michela,Goldstein,3282622674
MartinoBodoni,Martino,Bodoni,3229325854
MircoCollina,Mirco,Collina,3734738485
GuarinoRandazzo,Guarino,Randazzo,3773748630
MorenaLussu,Morena,Lussu,3851817172
AntonioSagredo,Antonio,Sagredo,3444641734
IdaConte,Ida,Conte,3399175567
AlessandroZarlino,Alessandro,Zarlino,3511931535
AntoninaZichichi,Antonina,Zichichi,3513227516
LianaPolizzi,Liana,Polizzi,3335374267
RomoloDibiasi,Romolo,Dibiasi,3356327680
FederigoBenigni,Federigo,Benigni,3341889832
PiersantiVanvitelli,Piersanti,Vanvitelli,3460513803
MartaGinese,Marta,Ginese,3302997593
PasqualeGussoni,Pasquale,Gussoni,3711643218
FederigoAsmundo,Federigo,Asmundo,3472327534
StefaniBalla,Stefani,Balla,3888972563
PuccioDallara,Puccio,Dallara,3533287432
EdoardoBonomo,Edoardo,Bonomo,3510970058
GiacintoUbaldi,Giacinto,Ubaldi,3433141043
AngeloGuidone,Angelo,Guidone,3979243941
ToniSchicchi,Toni,Schicchi,3347608850
GiacintoPiovani,Giacinto,Piovani,3792079239
MarcellaPagnotto,Marcella,Pagnotto,3494867280
JacopoLonghena,Jacopo,Longhena,3403543116
GiuliaChittolini,Giulia,Chittolini,3294065998
StellaAndreozzi,Stella,Andreozzi,3703509425
PiermariaBarozzi,Piermaria,Barozzi,3430105206
AzeglioMarconi,Azeglio,Marconi,3793464733
LaureanoZetticci,Laureano,Zetticci,3505686559
DinoFerrante,Dino,Ferrante,3515250495
UgoDonati,Ugo,Donati,3360142406
AmadeoBaroffio,Amadeo,Baroffio,3783357228
MauraTrobbiani,Maura,Trobbiani,3500730256
PuccioRomagnoli,Puccio,Romagnoli,3711010344
GiacintoVasari,Giacinto,Vasari,3774471106
RembrandtSokolov,Rembrandt,Sokolov,3299882300
PalomaMennea,Paloma,Mennea,3905918204
LisaPaolini,Lisa,Paolini,3778907952
BiancaNecci,Bianca,Necci,3238628688
GloriaCurci,Gloria,Curci,3500327132
MarcelloSorrentino,Marcello,Sorrentino,3713442226
GioacchinoComisso,Gioacchino,Comisso,3487902051
CarolinaTurci,Carolina,Turci,3513946527
AdrianaModigliani,Adriana,Modigliani,3834161095
RamonaDonarelli,Ramona,Donarelli,3883367059
EnnioRiccati,Ennio,Riccati,3518734645
ManuelCassarà,Manuel,Cassarà,3600316786
CalcedonioCabibbo,Calcedonio,Cabibbo,3520149835
GalassoCapone,Galasso,Capone,3792863809
NanniBuscetta,Nanni,Buscetta,3500101625
GirolamoAbba,Girolamo,Abba,3780248083
GiosuèTogliatti,Giosuè,Togliatti,3813602938
LaureanoTraversa,Laureano,Traversa,3520931233
GiampieroOliboni,Giampiero,Oliboni,3757739859
BiagioCassarà,Biagio,Cassarà,3601418105
GioeleZamorani,Gioele,Zamorani,3703033235
MariaScaramucci,Maria,Scaramucci,3778930819
GiuliaZamorani,Giulia,Zamorani,3772798263
MichelangeloBaracca,Michelangelo,Baracca,3976327631
SergiusCilea,Sergius,Cilea,3739048041
AlessandraCignaroli,Alessandra,Cignaroli,3757092053
AlfredoPonti,Alfredo,Ponti,3688575716
PriscillaAcerbi,Priscilla,Acerbi,3922246685
LaraCherubini,Lara,Cherubini,3710408681
RaimondoRomano,Raimondo,Romano,3311861241
EvaScarpetta,Eva,Scarpetta,3714081894
DonatellaCarfagna,Donatella,Carfagna,3791399842
DarioCastioni,Dario,Castioni,3716896119
LandoTraetta,Lando,Traetta,3730400333
RembrandtAdinolfi,Rembrandt,Adinolfi,3442211231
MartinaBroggini,Martina,Broggini,3511038088
RosaliaBotticelli,Rosalia,Botticelli,3368932945
OrnellaBocelli,Ornella,Bocelli,3517275930
GiorgiaPalladio,Giorgia,Palladio,3446025603
DanteArgento,Dante,Argento,3756823978
LetiziaMalenchini,Letizia,Malenchini,3624175683
SantinoCaironi,Santino,Caironi,3448546249
MarianaFilangieri,Mariana,Filangieri,3637085186
RicciottiZanazzo,Ricciotti,Zanazzo,3227731139
PierpaoloPavanello,Pierpaolo,Pavanello,3620778944
NicolaAporti,Nicola,Aporti,3463011853
EugeniaPalazzo,Eugenia,Palazzo,3319085658
PierpaoloChinnici,Pierpaolo,Chinnici,3772316623
GriseldaPalladio,Griselda,Palladio,3770920689
AgostinoCuriel,Agostino,Curiel,3806764101
BiagioPinamonte,Biagio,Pinamonte,3792841453
PierluigiPedroni,Pierluigi,Pedroni,3446769452
RaffaeleTasso,Raffaele,Tasso,3630262028
FilippoPavanello,Filippo,Pavanello,3518072994
CarmeloMerisi,Carmelo,Merisi,3780649115
CesareVergassola,Cesare,Vergassola,3701610302
BenedettoPeano,Benedetto,Peano,3925729580
RobertoBocelli,Roberto,Bocelli,3913898209
SilvioSauro,Silvio,Sauro,3632941030
